Column,Value,Count
applicant_income_000s,9166.0,4.0
applicant_income_000s,1561.0,4.0
applicant_income_000s,1479.0,4.0
applicant_income_000s,1495.0,4.0
applicant_income_000s,2513.0,4.0
applicant_income_000s,1484.0,4.0
rate_spread,7.27,4.0
applicant_income_000s,1774.0,4.0
applicant_income_000s,1908.0,4.0
applicant_income_000s,1608.0,4.0
applicant_income_000s,1522.0,4.0
applicant_income_000s,1523.0,4.0
applicant_income_000s,1895.0,4.0
applicant_income_000s,2175.0,4.0
applicant_income_000s,1447.0,4.0
applicant_income_000s,2037.0,4.0
applicant_income_000s,1583.0,4.0
applicant_income_000s,1219.0,4.0
applicant_income_000s,2945.0,4.0
applicant_income_000s,1127.0,4.0
applicant_income_000s,1396.0,4.0
applicant_income_000s,1270.0,4.0
applicant_income_000s,1746.0,4.0
applicant_income_000s,3081.0,4.0
applicant_income_000s,1319.0,4.0
applicant_income_000s,4583.0,4.0
applicant_income_000s,2440.0,4.0
applicant_income_000s,1571.0,4.0
applicant_income_000s,1559.0,4.0
applicant_income_000s,2019.0,4.0
applicant_income_000s,2187.0,4.0
applicant_income_000s,1510.0,4.0
applicant_income_000s,2301.0,4.0
applicant_income_000s,2535.0,4.0
applicant_income_000s,1298.0,4.0
applicant_income_000s,10833.0,4.0
applicant_income_000s,1593.0,4.0
applicant_income_000s,1964.0,4.0
applicant_income_000s,2315.0,4.0
applicant_income_000s,1581.0,4.0
applicant_income_000s,1519.0,4.0
applicant_income_000s,1712.0,4.0
applicant_income_000s,4135.0,4.0
applicant_income_000s,2087.0,4.0
applicant_income_000s,1541.0,4.0
applicant_income_000s,1214.0,4.0
applicant_income_000s,1291.0,4.0
applicant_income_000s,1709.0,4.0
applicant_income_000s,2303.0,4.0
applicant_income_000s,1480.0,4.0
applicant_income_000s,2182.0,4.0
applicant_income_000s,2203.0,4.0
applicant_income_000s,2412.0,4.0
applicant_income_000s,2295.0,4.0
applicant_income_000s,2016.0,4.0
applicant_income_000s,1706.0,4.0
applicant_income_000s,1724.0,4.0
loan_amount_000s,2799.0,3.0
loan_amount_000s,2427.0,3.0
loan_amount_000s,4351.0,3.0
loan_amount_000s,3185.0,3.0
loan_amount_000s,1907.0,3.0
loan_amount_000s,2601.0,3.0
loan_amount_000s,2123.0,3.0
loan_amount_000s,2503.0,3.0
loan_amount_000s,2708.0,3.0
loan_amount_000s,3281.0,3.0
loan_amount_000s,9350.0,3.0
loan_amount_000s,3461.0,3.0
loan_amount_000s,2992.0,3.0
loan_amount_000s,4610.0,3.0
loan_amount_000s,2119.0,3.0
loan_amount_000s,2518.0,3.0
loan_amount_000s,2157.0,3.0
loan_amount_000s,6338.0,3.0
loan_amount_000s,2633.0,3.0
loan_amount_000s,4313.0,3.0
loan_amount_000s,2611.0,3.0
loan_amount_000s,2374.0,3.0
loan_amount_000s,2289.0,3.0
loan_amount_000s,1882.0,3.0
loan_amount_000s,2401.0,3.0
loan_amount_000s,4305.0,3.0
loan_amount_000s,2571.0,3.0
loan_amount_000s,3210.0,3.0
loan_amount_000s,23000.0,3.0
loan_amount_000s,2312.0,3.0
loan_amount_000s,2167.0,3.0
loan_amount_000s,2201.0,3.0
loan_amount_000s,2783.0,3.0
loan_amount_000s,3725.0,3.0
loan_amount_000s,6950.0,3.0
loan_amount_000s,2484.0,3.0
loan_amount_000s,1914.0,3.0
loan_amount_000s,2102.0,3.0
loan_amount_000s,2509.0,3.0
loan_amount_000s,2768.0,3.0
loan_amount_000s,8100.0,3.0
loan_amount_000s,12900.0,3.0
loan_amount_000s,3723.0,3.0
loan_amount_000s,2324.0,3.0
loan_amount_000s,2276.0,3.0
loan_amount_000s,2567.0,3.0
loan_amount_000s,2451.0,3.0
loan_amount_000s,2327.0,3.0
loan_amount_000s,2744.0,3.0
loan_amount_000s,3885.0,3.0
loan_amount_000s,2904.0,3.0
loan_amount_000s,3023.0,3.0
loan_amount_000s,4485.0,3.0
loan_amount_000s,2916.0,3.0
loan_amount_000s,4420.0,3.0
loan_amount_000s,9800.0,3.0
loan_amount_000s,8580.0,3.0
loan_amount_000s,5525.0,3.0
loan_amount_000s,5570.0,3.0
loan_amount_000s,7210.0,3.0
loan_amount_000s,4399.0,3.0
loan_amount_000s,34000.0,3.0
loan_amount_000s,2643.0,3.0
loan_amount_000s,4585.0,3.0
loan_amount_000s,2139.0,3.0
loan_amount_000s,2756.0,3.0
loan_amount_000s,3910.0,3.0
loan_amount_000s,7650.0,3.0
loan_amount_000s,2104.0,3.0
loan_amount_000s,2256.0,3.0
loan_amount_000s,3105.0,3.0
loan_amount_000s,3188.0,3.0
loan_amount_000s,2054.0,3.0
loan_amount_000s,3153.0,3.0
loan_amount_000s,1889.0,3.0
loan_amount_000s,2779.0,3.0
loan_amount_000s,3591.0,3.0
loan_amount_000s,4130.0,3.0
loan_amount_000s,2906.0,3.0
loan_amount_000s,2494.0,3.0
loan_amount_000s,2162.0,3.0
loan_amount_000s,3448.0,3.0
loan_amount_000s,4020.0,3.0
loan_amount_000s,5720.0,3.0
loan_amount_000s,2179.0,3.0
loan_amount_000s,2152.0,3.0
loan_amount_000s,2944.0,3.0
loan_amount_000s,2221.0,3.0
loan_amount_000s,3240.0,3.0
loan_amount_000s,2678.0,3.0
loan_amount_000s,3110.0,3.0
loan_amount_000s,2333.0,3.0
loan_amount_000s,2331.0,3.0
loan_amount_000s,2788.0,3.0
loan_amount_000s,2741.0,3.0
loan_amount_000s,2872.0,3.0
loan_amount_000s,9600.0,3.0
loan_amount_000s,4590.0,3.0
loan_amount_000s,2544.0,3.0
loan_amount_000s,2172.0,3.0
loan_amount_000s,3740.0,3.0
loan_amount_000s,2186.0,3.0
loan_amount_000s,2989.0,3.0
loan_amount_000s,3207.0,3.0
loan_amount_000s,3830.0,3.0
loan_amount_000s,3613.0,3.0
loan_amount_000s,4445.0,3.0
loan_amount_000s,2541.0,3.0
loan_amount_000s,2749.0,3.0
loan_amount_000s,2351.0,3.0
loan_amount_000s,3648.0,3.0
loan_amount_000s,2372.0,3.0
loan_amount_000s,2158.0,3.0
loan_amount_000s,2191.0,3.0
loan_amount_000s,2228.0,3.0
loan_amount_000s,4430.0,3.0
loan_amount_000s,11300.0,3.0
loan_amount_000s,2384.0,3.0
loan_amount_000s,2428.0,3.0
loan_amount_000s,2528.0,3.0
loan_amount_000s,5920.0,3.0
loan_amount_000s,2533.0,3.0
loan_amount_000s,3163.0,3.0
loan_amount_000s,3056.0,3.0
loan_amount_000s,4180.0,3.0
loan_amount_000s,2348.0,3.0
loan_amount_000s,2818.0,3.0
loan_amount_000s,3660.0,3.0
loan_amount_000s,2887.0,3.0
loan_amount_000s,2436.0,3.0
loan_amount_000s,2106.0,3.0
loan_amount_000s,3990.0,3.0
loan_amount_000s,60000.0,3.0
loan_amount_000s,2122.0,3.0
loan_amount_000s,3415.0,3.0
loan_amount_000s,2036.0,3.0
loan_amount_000s,2359.0,3.0
loan_amount_000s,4063.0,3.0
loan_amount_000s,12750.0,3.0
loan_amount_000s,4388.0,3.0
loan_amount_000s,5740.0,3.0
loan_amount_000s,2584.0,3.0
loan_amount_000s,3931.0,3.0
loan_amount_000s,1933.0,3.0
loan_amount_000s,3247.0,3.0
loan_amount_000s,2174.0,3.0
loan_amount_000s,2956.0,3.0
loan_amount_000s,1921.0,3.0
loan_amount_000s,2603.0,3.0
loan_amount_000s,18700.0,3.0
loan_amount_000s,4897.0,3.0
loan_amount_000s,3357.0,3.0
loan_amount_000s,2007.0,3.0
loan_amount_000s,2606.0,3.0
loan_amount_000s,2696.0,3.0
loan_amount_000s,50250.0,3.0
loan_amount_000s,3368.0,3.0
loan_amount_000s,2735.0,3.0
loan_amount_000s,5780.0,3.0
loan_amount_000s,4865.0,3.0
loan_amount_000s,2072.0,3.0
loan_amount_000s,2748.0,3.0
loan_amount_000s,3544.0,3.0
loan_amount_000s,10700.0,3.0
loan_amount_000s,2114.0,3.0
loan_amount_000s,3430.0,3.0
loan_amount_000s,3168.0,3.0
loan_amount_000s,2758.0,3.0
loan_amount_000s,36000.0,3.0
loan_amount_000s,2259.0,3.0
loan_amount_000s,5150.0,3.0
loan_amount_000s,11550.0,3.0
loan_amount_000s,19600.0,3.0
loan_amount_000s,3580.0,3.0
loan_amount_000s,2394.0,3.0
loan_amount_000s,2583.0,3.0
loan_amount_000s,1963.0,3.0
loan_amount_000s,1852.0,3.0
loan_amount_000s,2247.0,3.0
loan_amount_000s,2631.0,3.0
loan_amount_000s,9900.0,3.0
loan_amount_000s,4320.0,3.0
loan_amount_000s,4370.0,3.0
loan_amount_000s,9550.0,3.0
loan_amount_000s,2764.0,3.0
loan_amount_000s,4520.0,3.0
loan_amount_000s,475000.0,3.0
loan_amount_000s,3145.0,3.0
loan_amount_000s,7050.0,3.0
loan_amount_000s,3728.0,3.0
loan_amount_000s,2391.0,3.0
loan_amount_000s,1949.0,3.0
loan_amount_000s,2519.0,3.0
loan_amount_000s,2053.0,3.0
loan_amount_000s,2762.0,3.0
loan_amount_000s,1739.0,3.0
loan_amount_000s,2358.0,3.0
loan_amount_000s,2198.0,3.0
loan_amount_000s,2479.0,3.0
loan_amount_000s,7450.0,3.0
loan_amount_000s,5550.0,3.0
loan_amount_000s,2517.0,3.0
loan_amount_000s,2674.0,3.0
loan_amount_000s,3795.0,3.0
loan_amount_000s,4575.0,3.0
loan_amount_000s,2182.0,3.0
loan_amount_000s,3625.0,3.0
loan_amount_000s,16800.0,3.0
loan_amount_000s,35000.0,3.0
loan_amount_000s,2711.0,3.0
loan_amount_000s,1938.0,3.0
loan_amount_000s,2463.0,3.0
loan_amount_000s,11700.0,3.0
loan_amount_000s,8150.0,3.0
loan_amount_000s,21500.0,3.0
loan_amount_000s,7410.0,3.0
loan_amount_000s,2059.0,3.0
loan_amount_000s,3469.0,3.0
loan_amount_000s,8840.0,3.0
loan_amount_000s,2651.0,3.0
loan_amount_000s,5475.0,3.0
loan_amount_000s,2808.0,3.0
loan_amount_000s,11600.0,3.0
loan_amount_000s,9700.0,3.0
loan_amount_000s,2858.0,3.0
loan_amount_000s,2864.0,3.0
loan_amount_000s,2346.0,3.0
loan_amount_000s,2129.0,3.0
loan_amount_000s,3475.0,3.0
loan_amount_000s,2222.0,3.0
loan_amount_000s,2207.0,3.0
loan_amount_000s,2984.0,3.0
loan_amount_000s,8850.0,3.0
loan_amount_000s,2033.0,3.0
loan_amount_000s,2077.0,3.0
loan_amount_000s,2126.0,3.0
loan_amount_000s,2608.0,3.0
loan_amount_000s,4775.0,3.0
loan_amount_000s,4655.0,3.0
loan_amount_000s,3135.0,3.0
loan_amount_000s,2211.0,3.0
loan_amount_000s,3005.0,3.0
loan_amount_000s,2091.0,3.0
loan_amount_000s,8700.0,3.0
loan_amount_000s,2413.0,3.0
loan_amount_000s,2197.0,3.0
applicant_income_000s,4046.0,3.0
applicant_income_000s,12083.0,3.0
applicant_income_000s,9333.0,3.0
applicant_income_000s,1778.0,3.0
applicant_income_000s,1852.0,3.0
applicant_income_000s,2167.0,3.0
applicant_income_000s,1927.0,3.0
applicant_income_000s,2107.0,3.0
applicant_income_000s,1702.0,3.0
applicant_income_000s,2079.0,3.0
applicant_income_000s,1336.0,3.0
applicant_income_000s,1492.0,3.0
applicant_income_000s,4740.0,3.0
applicant_income_000s,1821.0,3.0
applicant_income_000s,1631.0,3.0
applicant_income_000s,1961.0,3.0
applicant_income_000s,2508.0,3.0
applicant_income_000s,3965.0,3.0
applicant_income_000s,1655.0,3.0
applicant_income_000s,1595.0,3.0
applicant_income_000s,2968.0,3.0
applicant_income_000s,1938.0,3.0
applicant_income_000s,1410.0,3.0
applicant_income_000s,1628.0,3.0
applicant_income_000s,1885.0,3.0
applicant_income_000s,2432.0,3.0
applicant_income_000s,2510.0,3.0
applicant_income_000s,5542.0,3.0
applicant_income_000s,2147.0,3.0
applicant_income_000s,3852.0,3.0
applicant_income_000s,2011.0,3.0
applicant_income_000s,3063.0,3.0
applicant_income_000s,3750.0,3.0
applicant_income_000s,1783.0,3.0
applicant_income_000s,1462.0,3.0
applicant_income_000s,8000.0,3.0
applicant_income_000s,1532.0,3.0
applicant_income_000s,1640.0,3.0
applicant_income_000s,4711.0,3.0
applicant_income_000s,1689.0,3.0
applicant_income_000s,1614.0,3.0
applicant_income_000s,3621.0,3.0
applicant_income_000s,1946.0,3.0
applicant_income_000s,2009.0,3.0
applicant_income_000s,2161.0,3.0
applicant_income_000s,1790.0,3.0
applicant_income_000s,6148.0,3.0
applicant_income_000s,1808.0,3.0
applicant_income_000s,1661.0,3.0
applicant_income_000s,2096.0,3.0
applicant_income_000s,2836.0,3.0
applicant_income_000s,1201.0,3.0
applicant_income_000s,1834.0,3.0
applicant_income_000s,1435.0,3.0
applicant_income_000s,3147.0,3.0
applicant_income_000s,1824.0,3.0
applicant_income_000s,3105.0,3.0
applicant_income_000s,2669.0,3.0
applicant_income_000s,1638.0,3.0
applicant_income_000s,2543.0,3.0
applicant_income_000s,1685.0,3.0
applicant_income_000s,1862.0,3.0
applicant_income_000s,1427.0,3.0
applicant_income_000s,1688.0,3.0
applicant_income_000s,2052.0,3.0
applicant_income_000s,1795.0,3.0
applicant_income_000s,1663.0,3.0
applicant_income_000s,1695.0,3.0
applicant_income_000s,6250.0,3.0
applicant_income_000s,3163.0,3.0
applicant_income_000s,1635.0,3.0
applicant_income_000s,1947.0,3.0
applicant_income_000s,2122.0,3.0
applicant_income_000s,1565.0,3.0
applicant_income_000s,5912.0,3.0
applicant_income_000s,2267.0,3.0
applicant_income_000s,2300.0,3.0
applicant_income_000s,2285.0,3.0
applicant_income_000s,1633.0,3.0
applicant_income_000s,1864.0,3.0
applicant_income_000s,1347.0,3.0
applicant_income_000s,4012.0,3.0
applicant_income_000s,2469.0,3.0
applicant_income_000s,1850.0,3.0
applicant_income_000s,4281.0,3.0
applicant_income_000s,4100.0,3.0
applicant_income_000s,1743.0,3.0
applicant_income_000s,1739.0,3.0
applicant_income_000s,1848.0,3.0
applicant_income_000s,3577.0,3.0
applicant_income_000s,1909.0,3.0
applicant_income_000s,2402.0,3.0
applicant_income_000s,3671.0,3.0
applicant_income_000s,3664.0,3.0
applicant_income_000s,2049.0,3.0
applicant_income_000s,1801.0,3.0
applicant_income_000s,2964.0,3.0
applicant_income_000s,9600.0,3.0
applicant_income_000s,7666.0,3.0
applicant_income_000s,2338.0,3.0
applicant_income_000s,2178.0,3.0
applicant_income_000s,1684.0,3.0
applicant_income_000s,1873.0,3.0
applicant_income_000s,1165.0,3.0
applicant_income_000s,1935.0,3.0
applicant_income_000s,5126.0,3.0
applicant_income_000s,1917.0,3.0
applicant_income_000s,16666.0,3.0
applicant_income_000s,1944.0,3.0
applicant_income_000s,1416.0,3.0
applicant_income_000s,4075.0,3.0
applicant_income_000s,1722.0,3.0
applicant_income_000s,2747.0,3.0
applicant_income_000s,3322.0,3.0
applicant_income_000s,1923.0,3.0
applicant_income_000s,1894.0,3.0
applicant_income_000s,2073.0,3.0
applicant_income_000s,2230.0,3.0
applicant_income_000s,2348.0,3.0
applicant_income_000s,1276.0,3.0
applicant_income_000s,2029.0,3.0
applicant_income_000s,15736.0,3.0
applicant_income_000s,1826.0,3.0
applicant_income_000s,1830.0,3.0
applicant_income_000s,2132.0,3.0
applicant_income_000s,4333.0,3.0
applicant_income_000s,2695.0,3.0
applicant_income_000s,2807.0,3.0
applicant_income_000s,2018.0,3.0
applicant_income_000s,1762.0,3.0
applicant_income_000s,1816.0,3.0
applicant_income_000s,3848.0,3.0
applicant_income_000s,8500.0,3.0
applicant_income_000s,1237.0,3.0
applicant_income_000s,5179.0,3.0
applicant_income_000s,4435.0,3.0
applicant_income_000s,1397.0,3.0
applicant_income_000s,1348.0,3.0
applicant_income_000s,3288.0,3.0
applicant_income_000s,2263.0,3.0
applicant_income_000s,1491.0,3.0
applicant_income_000s,2257.0,3.0
applicant_income_000s,2860.0,3.0
applicant_income_000s,2344.0,3.0
applicant_income_000s,1809.0,3.0
applicant_income_000s,2347.0,3.0
applicant_income_000s,1773.0,3.0
applicant_income_000s,1750.0,3.0
applicant_income_000s,2350.0,3.0
applicant_income_000s,4219.0,3.0
applicant_income_000s,1621.0,3.0
applicant_income_000s,12916.0,3.0
applicant_income_000s,1534.0,3.0
applicant_income_000s,2329.0,3.0
applicant_income_000s,3195.0,3.0
applicant_income_000s,1591.0,3.0
applicant_income_000s,3217.0,3.0
applicant_income_000s,2326.0,3.0
applicant_income_000s,2342.0,3.0
applicant_income_000s,5376.0,3.0
applicant_income_000s,1838.0,3.0
applicant_income_000s,1490.0,3.0
applicant_income_000s,2033.0,3.0
applicant_income_000s,1690.0,3.0
applicant_income_000s,1966.0,3.0
applicant_income_000s,1461.0,3.0
applicant_income_000s,1588.0,3.0
applicant_income_000s,2849.0,3.0
applicant_income_000s,1716.0,3.0
applicant_income_000s,2760.0,3.0
applicant_income_000s,16230.0,3.0
applicant_income_000s,8241.0,3.0
applicant_income_000s,2628.0,3.0
applicant_income_000s,1331.0,3.0
applicant_income_000s,2121.0,3.0
applicant_income_000s,2883.0,3.0
applicant_income_000s,2802.0,3.0
applicant_income_000s,1799.0,3.0
applicant_income_000s,2093.0,3.0
applicant_income_000s,1458.0,3.0
applicant_income_000s,1589.0,3.0
applicant_income_000s,2022.0,3.0
applicant_income_000s,1357.0,3.0
applicant_income_000s,1629.0,3.0
applicant_income_000s,2104.0,3.0
applicant_income_000s,2002.0,3.0
applicant_income_000s,1297.0,3.0
applicant_income_000s,1606.0,3.0
applicant_income_000s,1898.0,3.0
applicant_income_000s,6980.0,3.0
applicant_income_000s,2124.0,3.0
applicant_income_000s,3585.0,3.0
applicant_income_000s,3550.0,3.0
applicant_income_000s,1940.0,3.0
applicant_income_000s,1171.0,3.0
applicant_income_000s,6567.0,3.0
applicant_income_000s,15833.0,3.0
applicant_income_000s,5753.0,3.0
applicant_income_000s,4739.0,3.0
applicant_income_000s,1978.0,3.0
applicant_income_000s,1974.0,3.0
applicant_income_000s,3540.0,3.0
applicant_income_000s,1642.0,3.0
applicant_income_000s,1602.0,3.0
applicant_income_000s,1451.0,3.0
applicant_income_000s,2690.0,3.0
applicant_income_000s,3547.0,3.0
applicant_income_000s,1186.0,3.0
applicant_income_000s,2650.0,3.0
applicant_income_000s,1449.0,3.0
applicant_income_000s,1603.0,3.0
applicant_income_000s,8400.0,3.0
loan_amount_000s,2810.0,3.0
applicant_income_000s,1693.0,3.0
applicant_income_000s,1857.0,3.0
applicant_income_000s,2370.0,3.0
applicant_income_000s,3004.0,3.0
applicant_income_000s,1786.0,3.0
applicant_income_000s,2261.0,3.0
applicant_income_000s,2748.0,3.0
applicant_income_000s,12000.0,3.0
applicant_income_000s,1354.0,3.0
applicant_income_000s,1694.0,3.0
applicant_income_000s,3029.0,3.0
applicant_income_000s,2804.0,3.0
applicant_income_000s,1306.0,3.0
applicant_income_000s,1537.0,3.0
applicant_income_000s,1488.0,3.0
applicant_income_000s,2454.0,3.0
applicant_income_000s,2352.0,3.0
applicant_income_000s,1558.0,3.0
applicant_income_000s,1393.0,3.0
applicant_income_000s,2496.0,3.0
applicant_income_000s,1292.0,3.0
applicant_income_000s,1714.0,3.0
applicant_income_000s,2306.0,3.0
applicant_income_000s,1439.0,3.0
applicant_income_000s,4436.0,3.0
applicant_income_000s,9500.0,3.0
applicant_income_000s,1139.0,3.0
applicant_income_000s,2004.0,3.0
applicant_income_000s,5250.0,3.0
applicant_income_000s,3273.0,3.0
applicant_income_000s,2716.0,3.0
applicant_income_000s,2200.0,3.0
applicant_income_000s,2376.0,3.0
applicant_income_000s,1851.0,3.0
applicant_income_000s,1876.0,3.0
applicant_income_000s,1957.0,3.0
applicant_income_000s,2145.0,3.0
applicant_income_000s,2835.0,3.0
applicant_income_000s,1725.0,3.0
applicant_income_000s,1329.0,3.0
applicant_income_000s,6922.0,3.0
applicant_income_000s,2450.0,3.0
applicant_income_000s,7782.0,3.0
applicant_income_000s,2070.0,3.0
applicant_income_000s,3503.0,3.0
applicant_income_000s,4380.0,3.0
applicant_income_000s,2265.0,3.0
applicant_income_000s,1624.0,3.0
applicant_income_000s,1879.0,3.0
applicant_income_000s,2745.0,3.0
applicant_income_000s,1981.0,3.0
loan_amount_000s,1927.0,3.0
loan_amount_000s,13975.0,3.0
loan_amount_000s,2971.0,3.0
minority_population,87.5199966430664,3.0
respondent_id,0000057451,3
respondent_id,0000606046,3
respondent_id,0003351440,3
respondent_id,0000010699,3
respondent_id,63-1246790,3
respondent_id,0000000162,3
respondent_id,45-3143795,3
respondent_id,43-0951349,3
respondent_id,0000497404,3
respondent_id,38-3024363,3
respondent_id,0000006665,3
respondent_id,0000700108,3
respondent_id,0000527954,3
minority_population,79.05999755859375,3.0
minority_population,34.93000030517578,3.0
minority_population,42.369998931884766,3.0
minority_population,74.81999969482422,3.0
minority_population,35.09000015258789,3.0
minority_population,33.5099983215332,3.0
respondent_id,27-3049738,3
respondent_id,0000026403,3
respondent_id,0000058705,3
respondent_id,0000018242,3
respondent_id,0000012072,3
respondent_id,0000062574,3
respondent_id,0000016402,3
respondent_id,0000012383,3
respondent_id,0000637451,3
respondent_id,0000012517,3
respondent_id,0000214807,3
respondent_id,0000068375,3
respondent_id,0000033826,3
respondent_id,0000000319,3
respondent_id,0000015292,3
respondent_id,0000066328,3
respondent_id,86-0619371,3
respondent_id,0000004365,3
respondent_id,52-1075143,3
respondent_id,0000701330,3
respondent_id,0000034685,3
respondent_id,0000423458,3
minority_population,99.36000061035156,3.0
minority_population,91.7300033569336,3.0
respondent_id,0000016410,3
rate_spread,10.32,3.0
rate_spread,7.63,3.0
rate_spread,7.13,3.0
rate_spread,8.06,3.0
rate_spread,7.31,3.0
rate_spread,8.95,3.0
rate_spread,8.07,3.0
rate_spread,7.32,3.0
rate_spread,7.99,3.0
rate_spread,7.84,3.0
rate_spread,7.87,3.0
rate_spread,5.84,3.0
rate_spread,7.25,3.0
rate_spread,7.38,3.0
rate_spread,6.83,3.0
rate_spread,5.5,3.0
rate_spread,8.08,3.0
number_of_1_to_4_family_units,12.0,3.0
number_of_1_to_4_family_units,8.0,3.0
loan_amount_000s,3095.0,3.0
rate_spread,8.45,3.0
rate_spread,8.37,3.0
rate_spread,7.57,3.0
rate_spread,8.22,3.0
rate_spread,7.23,3.0
rate_spread,8.2,3.0
rate_spread,7.89,3.0
rate_spread,7.74,3.0
rate_spread,7.1,3.0
rate_spread,7.76,3.0
rate_spread,9.59,3.0
rate_spread,7.51,3.0
rate_spread,7.18,3.0
rate_spread,8.94,3.0
rate_spread,7.55,3.0
rate_spread,7.45,3.0
rate_spread,6.08,3.0
rate_spread,8.38,3.0
rate_spread,7.44,3.0
rate_spread,7.72,3.0
rate_spread,8.84,3.0
rate_spread,7.17,3.0
respondent_id,0000554857,3
rate_spread,8.41,3.0
tract_to_msamd_income,167.88999938964844,3.0
minority_population,63.7400016784668,3.0
co_applicant_race_name_4,American Indian or Alaska Native,3
co_applicant_race_name_4,Asian,3
co_applicant_race_4,1.0,3.0
co_applicant_race_4,2.0,3.0
co_applicant_race_name_5,Black or African American,3
population,9482.0,3.0
co_applicant_race_5,3.0,3.0
population,5.0,3.0
loan_amount_000s,2377.0,3.0
population,7450.0,3.0
population,1867.0,3.0
population,139.0,3.0
population,493.0,3.0
census_tract_number,2145.02,3.0
census_tract_number,5991.0,3.0
census_tract_number,2071.01,3.0
census_tract_number,2091.04,3.0
census_tract_number,2091.03,3.0
census_tract_number,9800.1,3.0
tract_to_msamd_income,41.72999954223633,3.0
tract_to_msamd_income,57.560001373291016,3.0
tract_to_msamd_income,58.7599983215332,3.0
tract_to_msamd_income,32.08000183105469,3.0
number_of_owner_occupied_units,20.0,3.0
number_of_owner_occupied_units,74.0,3.0
tract_to_msamd_income,35.369998931884766,3.0
census_tract_number,9800.09,3.0
population,9617.0,3.0
census_tract_number,2123.04,3.0
loan_amount_000s,2589.0,3.0
applicant_income_000s,3968.0,2.0
applicant_income_000s,3717.0,2.0
applicant_income_000s,2763.0,2.0
applicant_income_000s,2317.0,2.0
applicant_income_000s,3515.0,2.0
applicant_income_000s,2407.0,2.0
applicant_income_000s,1915.0,2.0
applicant_income_000s,2446.0,2.0
applicant_income_000s,2186.0,2.0
applicant_income_000s,4160.0,2.0
applicant_income_000s,2036.0,2.0
applicant_income_000s,6933.0,2.0
applicant_income_000s,2692.0,2.0
applicant_income_000s,3492.0,2.0
applicant_income_000s,1649.0,2.0
applicant_income_000s,3200.0,2.0
applicant_income_000s,1779.0,2.0
applicant_income_000s,2083.0,2.0
applicant_income_000s,2963.0,2.0
applicant_income_000s,3165.0,2.0
applicant_income_000s,6416.0,2.0
applicant_income_000s,1907.0,2.0
applicant_income_000s,2063.0,2.0
applicant_income_000s,4241.0,2.0
applicant_income_000s,2617.0,2.0
applicant_income_000s,2563.0,2.0
applicant_income_000s,7440.0,2.0
applicant_income_000s,9454.0,2.0
applicant_income_000s,1568.0,2.0
applicant_income_000s,1273.0,2.0
applicant_income_000s,3336.0,2.0
applicant_income_000s,3442.0,2.0
applicant_income_000s,1970.0,2.0
applicant_income_000s,2075.0,2.0
applicant_income_000s,2901.0,2.0
applicant_income_000s,3425.0,2.0
applicant_income_000s,2252.0,2.0
applicant_income_000s,2441.0,2.0
applicant_income_000s,2641.0,2.0
applicant_income_000s,1785.0,2.0
applicant_income_000s,1623.0,2.0
applicant_income_000s,1644.0,2.0
applicant_income_000s,3987.0,2.0
applicant_income_000s,3146.0,2.0
applicant_income_000s,4683.0,2.0
applicant_income_000s,2999.0,2.0
applicant_income_000s,2367.0,2.0
applicant_income_000s,3386.0,2.0
applicant_income_000s,7809.0,2.0
applicant_income_000s,3933.0,2.0
loan_amount_000s,2042.0,2.0
applicant_income_000s,3157.0,2.0
loan_amount_000s,2202.0,2.0
applicant_income_000s,4217.0,2.0
applicant_income_000s,2830.0,2.0
applicant_income_000s,2638.0,2.0
applicant_income_000s,1647.0,2.0
applicant_income_000s,3706.0,2.0
loan_amount_000s,7270.0,2.0
loan_amount_000s,3287.0,2.0
loan_amount_000s,3348.0,2.0
loan_amount_000s,2301.0,2.0
loan_amount_000s,4635.0,2.0
loan_amount_000s,3581.0,2.0
loan_amount_000s,32650.0,2.0
loan_amount_000s,4559.0,2.0
loan_amount_000s,3786.0,2.0
applicant_income_000s,3942.0,2.0
loan_amount_000s,3455.0,2.0
loan_amount_000s,10920.0,2.0
loan_amount_000s,2417.0,2.0
loan_amount_000s,2277.0,2.0
loan_amount_000s,1849.0,2.0
loan_amount_000s,5290.0,2.0
loan_amount_000s,3340.0,2.0
loan_amount_000s,4165.0,2.0
loan_amount_000s,3071.0,2.0
loan_amount_000s,5925.0,2.0
loan_amount_000s,2504.0,2.0
loan_amount_000s,14400.0,2.0
loan_amount_000s,2911.0,2.0
applicant_income_000s,2911.0,2.0
applicant_income_000s,2613.0,2.0
applicant_income_000s,1815.0,2.0
applicant_income_000s,2614.0,2.0
applicant_income_000s,2975.0,2.0
applicant_income_000s,5704.0,2.0
applicant_income_000s,2480.0,2.0
applicant_income_000s,7608.0,2.0
applicant_income_000s,1811.0,2.0
applicant_income_000s,11500.0,2.0
applicant_income_000s,1791.0,2.0
applicant_income_000s,3541.0,2.0
applicant_income_000s,2238.0,2.0
applicant_income_000s,1455.0,2.0
applicant_income_000s,2536.0,2.0
applicant_income_000s,2051.0,2.0
applicant_income_000s,3093.0,2.0
applicant_income_000s,1780.0,2.0
applicant_income_000s,4874.0,2.0
applicant_income_000s,3623.0,2.0
applicant_income_000s,1989.0,2.0
applicant_income_000s,2330.0,2.0
applicant_income_000s,1782.0,2.0
applicant_income_000s,3666.0,2.0
applicant_income_000s,3003.0,2.0
